## FlyBase unique proteins by gene table
## Generated: Sun Dec 20 13:03:33 2015
## Using datasource: dbi:Pg:dbname=fb_2016_01_reporting;host=flysql15;port=5432...
##FBgn	FB_gene_symbol	representative_protein	identical_protein(s)

FBgn0264087	Slob	Slob-PJ	
FBgn0264087	Slob	Slob-PK	
FBgn0264089	sli	sli-PA	sli-PD
FBgn0264089	sli	sli-PB	
FBgn0264089	sli	sli-PC	sli-PE
FBgn0264089	sli	sli-PF	
FBgn0264090	CG43759	CG43759-PA	CG43759-PC,CG43759-PD
FBgn0264090	CG43759	CG43759-PB	
FBgn0264253	Send2	Send2-PA	
FBgn0264255	para	para-PA	para-PBG
FBgn0264255	para	para-PAA	para-PAC
FBgn0264255	para	para-PAB	
FBgn0264255	para	para-PAD	
FBgn0264255	para	para-PAE	
FBgn0264255	para	para-PAF	
FBgn0264255	para	para-PAG	
FBgn0264255	para	para-PAH	
FBgn0264255	para	para-PAI	
FBgn0264255	para	para-PAJ	
FBgn0264255	para	para-PAK	para-PH
FBgn0264255	para	para-PAL	
FBgn0264255	para	para-PAM	
FBgn0264255	para	para-PAN	
FBgn0264255	para	para-PAO	
FBgn0264255	para	para-PAP	
FBgn0264255	para	para-PAQ	
FBgn0264255	para	para-PAR	
FBgn0264255	para	para-PAS	
FBgn0264255	para	para-PAT	
FBgn0264255	para	para-PAU	
FBgn0264255	para	para-PAV	
FBgn0264255	para	para-PAW	
FBgn0264255	para	para-PAX	
FBgn0264255	para	para-PAY	
FBgn0264255	para	para-PAZ	
FBgn0264255	para	para-PB	
FBgn0264255	para	para-PBA	
FBgn0264255	para	para-PBB	
FBgn0264255	para	para-PBC	
FBgn0264255	para	para-PBD	
FBgn0264255	para	para-PBE	
FBgn0264255	para	para-PBF	
FBgn0264255	para	para-PBH	
FBgn0264255	para	para-PC	
FBgn0264255	para	para-PD	
FBgn0264255	para	para-PE	
FBgn0264255	para	para-PF	
FBgn0264255	para	para-PG	
FBgn0264255	para	para-PI	
FBgn0264255	para	para-PJ	
FBgn0264255	para	para-PK	
FBgn0264255	para	para-PL	
FBgn0264255	para	para-PM	
FBgn0264255	para	para-PN	
FBgn0264255	para	para-PO	
FBgn0264255	para	para-PP	
FBgn0264255	para	para-PQ	
FBgn0264255	para	para-PR	
FBgn0264255	para	para-PS	
FBgn0264255	para	para-PT	
FBgn0264255	para	para-PU	
FBgn0264255	para	para-PV	
FBgn0264255	para	para-PW	
FBgn0264255	para	para-PX	
FBgn0264255	para	para-PY	
FBgn0264255	para	para-PZ	
FBgn0264260	CG43760	CG43760-PA	
FBgn0264270	Sxl	Sxl-PA	Sxl-PE
FBgn0264270	Sxl	Sxl-PAA	Sxl-PB,Sxl-PF,Sxl-PM
FBgn0264270	Sxl	Sxl-PAB	
FBgn0264270	Sxl	Sxl-PAC	
FBgn0264270	Sxl	Sxl-PC	Sxl-PN
FBgn0264270	Sxl	Sxl-PD	Sxl-PL,Sxl-PT
FBgn0264270	Sxl	Sxl-PG	Sxl-PJ
FBgn0264270	Sxl	Sxl-PH	
FBgn0264270	Sxl	Sxl-PK	Sxl-PQ,Sxl-PZ
FBgn0264270	Sxl	Sxl-PO	
FBgn0264270	Sxl	Sxl-PP	
FBgn0264270	Sxl	Sxl-PR	
FBgn0264270	Sxl	Sxl-PW	
FBgn0264270	Sxl	Sxl-PX	
FBgn0264270	Sxl	Sxl-PY	
FBgn0264272	mwh	mwh-PA	
FBgn0264272	mwh	mwh-PB	
FBgn0264272	mwh	mwh-PC	
FBgn0264273	Sema-2b	Sema-2b-PA	Sema-2b-PC
FBgn0264273	Sema-2b	Sema-2b-PB	
FBgn0264273	Sema-2b	Sema-2b-PD	
FBgn0264291	Det	Det-PA	
FBgn0264294	Cyt-b5	Cyt-b5-PA	
FBgn0264294	Cyt-b5	Cyt-b5-PB	
FBgn0264295	CG43773	CG43773-PA	
FBgn0264296	CG43774	CG43774-PA	
FBgn0264297	CG43775	CG43775-PA	
FBgn0264298	CG43776	CG43776-PA	CG43776-PB
FBgn0264299	CG43777	CG43777-PA	CG43777-PB,CG43777-PC
FBgn0264301	CG43779	CG43779-PA	
FBgn0264302	CG43780	CG43780-PA	
FBgn0264302	CG43780	CG43780-PB	
FBgn0264303	CG43781	CG43781-PA	CG43781-PB
FBgn0264305	CG43783	CG43783-PA	
FBgn0264305	CG43783	CG43783-PB	
FBgn0264305	CG43783	CG43783-PE	
FBgn0264305	CG43783	CG43783-PF	
FBgn0264305	CG43783	CG43783-PG	
FBgn0264307	orb2	orb2-PA	
FBgn0264307	orb2	orb2-PB	orb2-PC,orb2-PD,orb2-PH
FBgn0264308	CG43778	CG43778-PA	
FBgn0264308	CG43778	CG43778-PC	
FBgn0264308	CG43778	CG43778-PD	
FBgn0264309	CG43784	CG43784-PB	
FBgn0264324	spg	spg-PD	spg-PH
FBgn0264324	spg	spg-PE	
FBgn0264324	spg	spg-PF	spg-PG
FBgn0264325	Atg6	Atg6-PA	
FBgn0264326	DNApol-epsilon255	DNApol-epsilon255-PA	
FBgn0264329	CG43788	CG43788-PA	
FBgn0264330	CG43789	CG43789-PA	
FBgn0264339	CG43795	CG43795-PA	
FBgn0264340	CG43796	CG43796-PA	
FBgn0264341	CG43797	CG43797-PA	
FBgn0264342	CG43798	CG43798-PA	
FBgn0264343	CG43799	CG43799-PA	
FBgn0264344	CG43800	CG43800-PA	CG43800-PB
FBgn0264357	SNF4Agamma	SNF4Agamma-PA	SNF4Agamma-PB
FBgn0264357	SNF4Agamma	SNF4Agamma-PC	SNF4Agamma-PE,SNF4Agamma-PJ,SNF4Agamma-PK,SNF4Agamma-PP,SNF4Agamma-PQ
FBgn0264357	SNF4Agamma	SNF4Agamma-PF	SNF4Agamma-PR,SNF4Agamma-PS
FBgn0264357	SNF4Agamma	SNF4Agamma-PG	
FBgn0264357	SNF4Agamma	SNF4Agamma-PI	
FBgn0264357	SNF4Agamma	SNF4Agamma-PM	SNF4Agamma-PN,SNF4Agamma-PO
FBgn0264361	CG43813	CG43813-PA	
FBgn0264362	CG43814	CG43814-PA	
FBgn0264363	CG43815	CG43815-PA	
FBgn0264364	CG43816	CG43816-PA	CG43816-PB
FBgn0264377	CG43829	CG43829-PA	
FBgn0264386	Ca-alpha1T	Ca-alpha1T-PB	
FBgn0264386	Ca-alpha1T	Ca-alpha1T-PC	
FBgn0264386	Ca-alpha1T	Ca-alpha1T-PD	
FBgn0264386	Ca-alpha1T	Ca-alpha1T-PE	
FBgn0264386	Ca-alpha1T	Ca-alpha1T-PF	
FBgn0264389	opm	opm-PA	opm-PC
FBgn0264393	CG43841	CG43841-PA	
FBgn0264395	CG43843	CG43843-PA	
FBgn0264426	CG43844	CG43844-PD	CG43844-PE
FBgn0264426	CG43844	CG43844-PF	
FBgn0264432	CG43850	CG43850-PA	CG43850-PB
FBgn0264433	CG43851	CG43851-PA	
FBgn0264442	ab	ab-PA	
FBgn0264442	ab	ab-PB	ab-PD,ab-PF
FBgn0264442	ab	ab-PE	
FBgn0264443	CG43861	CG43861-PA	CG43861-PD
FBgn0264443	CG43861	CG43861-PB	
FBgn0264443	CG43861	CG43861-PC	
FBgn0264449	CG43867	CG43867-PA	
FBgn0264449	CG43867	CG43867-PB	CG43867-PJ
FBgn0264449	CG43867	CG43867-PC	
FBgn0264449	CG43867	CG43867-PD	
FBgn0264449	CG43867	CG43867-PF	
FBgn0264449	CG43867	CG43867-PH	
FBgn0264449	CG43867	CG43867-PI	
FBgn0264449	CG43867	CG43867-PK	
FBgn0264449	CG43867	CG43867-PL	
FBgn0264472	CG43880	CG43880-PA	
FBgn0264477	CG43885	CG43885-PA	
FBgn0264478	CG43886	CG43886-PA	
FBgn0264486	CG43894	CG43894-PB	CG43894-PC
FBgn0264486	CG43894	CG43894-PD	
FBgn0264486	CG43894	CG43894-PE	
FBgn0264487	CG43895	CG43895-PA	
FBgn0264488	CG43896	CG43896-PB	
FBgn0264488	CG43896	CG43896-PC	CG43896-PD
FBgn0264489	CG43897	CG43897-PA	
FBgn0264489	CG43897	CG43897-PB	CG43897-PC,CG43897-PJ
FBgn0264489	CG43897	CG43897-PE	
FBgn0264489	CG43897	CG43897-PF	CG43897-PG
FBgn0264489	CG43897	CG43897-PH	
FBgn0264489	CG43897	CG43897-PI	
FBgn0264489	CG43897	CG43897-PK	
FBgn0264489	CG43897	CG43897-PL	
FBgn0264489	CG43897	CG43897-PM	
FBgn0264489	CG43897	CG43897-PN	
FBgn0264489	CG43897	CG43897-PO	
FBgn0264489	CG43897	CG43897-PP	
FBgn0264489	CG43897	CG43897-PQ	
FBgn0264489	CG43897	CG43897-PR	
FBgn0264490	Eip93F	Eip93F-PA	
FBgn0264490	Eip93F	Eip93F-PB	
FBgn0264490	Eip93F	Eip93F-PC	
FBgn0264491	how	how-PA	how-PD
FBgn0264491	how	how-PB	
FBgn0264491	how	how-PC	
FBgn0264491	how	how-PE	
FBgn0264491	how	how-PF	
FBgn0264492	CkIIalpha	CkIIalpha-PA	CkIIalpha-PB,CkIIalpha-PC,CkIIalpha-PD,CkIIalpha-PE,CkIIalpha-PF,CkIIalpha-PG
FBgn0264493	rdx	rdx-PA	rdx-PF
FBgn0264493	rdx	rdx-PB	
FBgn0264493	rdx	rdx-PC	
FBgn0264493	rdx	rdx-PE	
FBgn0264494	CG17646	CG17646-PA	CG17646-PB
FBgn0264495	gpp	gpp-PB	gpp-PC,gpp-PE
FBgn0264495	gpp	gpp-PD	
FBgn0264495	gpp	gpp-PF	
FBgn0264502	CG43901	CG43901-PA	
FBgn0264502	CG43901	CG43901-PB	
FBgn0264502	CG43901	CG43901-PC	
FBgn0264503	CG43902	CG43902-PA	
FBgn0264516	CG43915	CG43915-PA	
FBgn0264540	CG43919	CG43919-PA	
FBgn0264541	CG43920	CG43920-PB	CG43920-PC
FBgn0264542	CG43921	CG43921-PA	
FBgn0264542	CG43921	CG43921-PB	
FBgn0264542	CG43921	CG43921-PC	
FBgn0264542	CG43921	CG43921-PD	
FBgn0264543	CG43922	CG43922-PA	
FBgn0264544	CG43923	CG43923-PA	
FBgn0264545	CG43924	CG43924-PA	
FBgn0264546	CG43925	CG43925-PA	
FBgn0264552	CG43931	CG43931-PA	
FBgn0264556	Gr39a	Gr39a-PA	
FBgn0264556	Gr39a	Gr39a-PB	
FBgn0264556	Gr39a	Gr39a-PC	
FBgn0264556	Gr39a	Gr39a-PD	
FBgn0264560	garz	garz-PA	
FBgn0264560	garz	garz-PB	
FBgn0264560	garz	garz-PC	
FBgn0264561	Glg1	Glg1-PA	
FBgn0264561	Glg1	Glg1-PB	
FBgn0264562	Hr4	Hr4-PC	
FBgn0264562	Hr4	Hr4-PD	
FBgn0264562	Hr4	Hr4-PE	
FBgn0264562	Hr4	Hr4-PF	
FBgn0264562	Hr4	Hr4-PG	
FBgn0264562	Hr4	Hr4-PH	
FBgn0264562	Hr4	Hr4-PI	
FBgn0264562	Hr4	Hr4-PJ	Hr4-PK
FBgn0264563	CG43935	CG43935-PA	
FBgn0264566	CG43938	CG43938-PA	
FBgn0264574	Glut1	Glut1-PAA	
FBgn0264574	Glut1	Glut1-PB	Glut1-PC
FBgn0264574	Glut1	Glut1-PD	
FBgn0264574	Glut1	Glut1-PE	
FBgn0264574	Glut1	Glut1-PJ	Glut1-PZ
FBgn0264574	Glut1	Glut1-PL	
FBgn0264574	Glut1	Glut1-PM	
FBgn0264574	Glut1	Glut1-PO	
FBgn0264574	Glut1	Glut1-PP	
FBgn0264574	Glut1	Glut1-PQ	
FBgn0264574	Glut1	Glut1-PR	
FBgn0264574	Glut1	Glut1-PS	
FBgn0264574	Glut1	Glut1-PT	
FBgn0264574	Glut1	Glut1-PU	
FBgn0264574	Glut1	Glut1-PV	
FBgn0264574	Glut1	Glut1-PW	
FBgn0264574	Glut1	Glut1-PX	
FBgn0264574	Glut1	Glut1-PY	
FBgn0264598	PsGEF	PsGEF-PA	
FBgn0264598	PsGEF	PsGEF-PB	
FBgn0264598	PsGEF	PsGEF-PC	
FBgn0264598	PsGEF	PsGEF-PE	
FBgn0264598	PsGEF	PsGEF-PF	
FBgn0264598	PsGEF	PsGEF-PG	
FBgn0264598	PsGEF	PsGEF-PH	
FBgn0264598	PsGEF	PsGEF-PI	
FBgn0264605	CG43954	CG43954-PA	
FBgn0264606	Fife	Fife-PB	
FBgn0264606	Fife	Fife-PD	
FBgn0264606	Fife	Fife-PF	Fife-PG
FBgn0264607	CaMKII	CaMKII-PA	CaMKII-PC,CaMKII-PH
FBgn0264607	CaMKII	CaMKII-PB	CaMKII-PE
FBgn0264607	CaMKII	CaMKII-PD	CaMKII-PI
FBgn0264607	CaMKII	CaMKII-PG	
FBgn0264607	CaMKII	CaMKII-PJ	
FBgn0264607	CaMKII	CaMKII-PK	
FBgn0264607	CaMKII	CaMKII-PL	
FBgn0264607	CaMKII	CaMKII-PM	
FBgn0264672	Eogt	Eogt-PA	Eogt-PB
FBgn0264691	Lst8	Lst8-PA	
FBgn0264693	ens	ens-PA	
FBgn0264693	ens	ens-PB	
FBgn0264693	ens	ens-PC	
FBgn0264693	ens	ens-PD	
FBgn0264693	ens	ens-PE	ens-PL
FBgn0264693	ens	ens-PF	
FBgn0264693	ens	ens-PG	
FBgn0264693	ens	ens-PH	
FBgn0264693	ens	ens-PI	
FBgn0264693	ens	ens-PJ	
FBgn0264693	ens	ens-PK	
FBgn0264694	mgr	mgr-PA	
FBgn0264695	Mhc	Mhc-PA	
FBgn0264695	Mhc	Mhc-PB	
FBgn0264695	Mhc	Mhc-PC	
FBgn0264695	Mhc	Mhc-PD	
FBgn0264695	Mhc	Mhc-PE	
FBgn0264695	Mhc	Mhc-PF	
FBgn0264695	Mhc	Mhc-PG	Mhc-PO
FBgn0264695	Mhc	Mhc-PH	
FBgn0264695	Mhc	Mhc-PI	
FBgn0264695	Mhc	Mhc-PK	
FBgn0264695	Mhc	Mhc-PL	
FBgn0264695	Mhc	Mhc-PM	
FBgn0264695	Mhc	Mhc-PN	
FBgn0264695	Mhc	Mhc-PP	
FBgn0264695	Mhc	Mhc-PQ	
FBgn0264695	Mhc	Mhc-PR	
FBgn0264695	Mhc	Mhc-PS	
FBgn0264695	Mhc	Mhc-PT	
FBgn0264695	Mhc	Mhc-PU	
FBgn0264695	Mhc	Mhc-PV	
FBgn0264696	CG43965	CG43965-PA	
FBgn0264699	CG43968	CG43968-PA	
FBgn0264707	RhoGEF3	RhoGEF3-PA	RhoGEF3-PF
FBgn0264707	RhoGEF3	RhoGEF3-PB	
FBgn0264707	RhoGEF3	RhoGEF3-PC	
FBgn0264707	RhoGEF3	RhoGEF3-PE	
FBgn0264707	RhoGEF3	RhoGEF3-PG	
FBgn0264707	RhoGEF3	RhoGEF3-PH	
FBgn0264707	RhoGEF3	RhoGEF3-PJ	RhoGEF3-PK
FBgn0264707	RhoGEF3	RhoGEF3-PL	
FBgn0264707	RhoGEF3	RhoGEF3-PM	
FBgn0264711	CG43980	CG43980-PB	
FBgn0264711	CG43980	CG43980-PC	
FBgn0264712	CG1172	CG1172-PA	CG1172-PB,CG1172-PC
FBgn0264714	CG43982	CG43982-PA	
FBgn0264725	CG43993	CG43993-PA	
FBgn0264738	CG43996	CG43996-PA	
FBgn0264739	CG43997	CG43997-PA	
FBgn0264740	CG43998	CG43998-PB	CG43998-PC,CG43998-PD
FBgn0264741	CG43999	CG43999-PB	CG43999-PC
FBgn0264742	CG44000	CG44000-PB	CG44000-PC,CG44000-PD,CG44000-PE,CG44000-PF
FBgn0264743	CG44001	CG44001-PA	CG44001-PB,CG44001-PC,CG44001-PD,CG44001-PE
FBgn0264744	CG44002	CG44002-PA	
FBgn0264746	CG44004	CG44004-PB	CG44004-PC
FBgn0264747	CG44005	CG44005-PA	CG44005-PB
FBgn0264748	CG44006	CG44006-PA	
FBgn0264750	CG44008	CG44008-PA	CG44008-PB
FBgn0264751	Vti1b	Vti1b-PA	
FBgn0264751	Vti1b	Vti1b-PB	
FBgn0264753	Rgk1	Rgk1-PA	
FBgn0264753	Rgk1	Rgk1-PB	
FBgn0264753	Rgk1	Rgk1-PC	
FBgn0264775	CG44013	CG44013-PB	CG44013-PC
FBgn0264776	CG44014	CG44014-PA	
FBgn0264785	Hph	Hph-PA	
FBgn0264785	Hph	Hph-PB	
FBgn0264785	Hph	Hph-PC	Hph-PD
FBgn0264810	Pburs	Pburs-PA	
FBgn0264815	Pde1c	Pde1c-PB	Pde1c-PG
FBgn0264815	Pde1c	Pde1c-PC	
FBgn0264815	Pde1c	Pde1c-PD	
FBgn0264815	Pde1c	Pde1c-PE	
FBgn0264815	Pde1c	Pde1c-PH	
FBgn0264815	Pde1c	Pde1c-PJ	
FBgn0264815	Pde1c	Pde1c-PK	
FBgn0264815	Pde1c	Pde1c-PL	
FBgn0264816	koko	koko-PB	koko-PC,koko-PD,koko-PE
FBgn0264817	pre-lola-G	pre-lola-G-PC	pre-lola-G-PD
FBgn0264829	CG44037	CG44037-PA	
FBgn0264830	CG44038	CG44038-PA	
FBgn0264832	CG44040	CG44040-PA	
FBgn0264836	CG44044	CG44044-PA	
FBgn0264845	Tep5	Tep5-PB	
FBgn0264848	vih	vih-PA	
FBgn0264855	AP-2alpha	AP-2alpha-PA	
FBgn0264855	AP-2alpha	AP-2alpha-PB	
FBgn0264881	CG44072	CG44072-PA	
FBgn0264894	CG44085	CG44085-PC	
FBgn0264894	CG44085	CG44085-PD	
FBgn0264894	CG44085	CG44085-PF	
FBgn0264894	CG44085	CG44085-PG	
FBgn0264894	CG44085	CG44085-PH	
FBgn0264894	CG44085	CG44085-PI	CG44085-PL
FBgn0264894	CG44085	CG44085-PJ	CG44085-PK
FBgn0264894	CG44085	CG44085-PM	
FBgn0264894	CG44085	CG44085-PN	
FBgn0264894	CG44085	CG44085-PO	
FBgn0264894	CG44085	CG44085-PP	
FBgn0264895	RapGAP1	RapGAP1-PD	RapGAP1-PI
FBgn0264895	RapGAP1	RapGAP1-PE	
FBgn0264895	RapGAP1	RapGAP1-PF	
FBgn0264895	RapGAP1	RapGAP1-PH	
FBgn0264897	CG44088	CG44088-PA	
FBgn0264899	CG44090	CG44090-PA	
FBgn0264903	CG44094	CG44094-PA	
FBgn0264907	CG44098	CG44098-PB	
FBgn0264907	CG44098	CG44098-PC	CG44098-PE
FBgn0264907	CG44098	CG44098-PD	
FBgn0264908	pHCl	pHCl-PC	
FBgn0264908	pHCl	pHCl-PD	
FBgn0264908	pHCl	pHCl-PE	
FBgn0264908	pHCl	pHCl-PF	
FBgn0264908	pHCl	pHCl-PG	
FBgn0264908	pHCl	pHCl-PH	
FBgn0264908	pHCl	pHCl-PI	
FBgn0264908	pHCl	pHCl-PJ	
FBgn0264908	pHCl	pHCl-PK	
FBgn0264908	pHCl	pHCl-PL	
FBgn0264908	pHCl	pHCl-PM	
FBgn0264908	pHCl	pHCl-PN	
FBgn0264908	pHCl	pHCl-PO	
FBgn0264908	pHCl	pHCl-PP	
FBgn0264908	pHCl	pHCl-PQ	
FBgn0264908	pHCl	pHCl-PR	
FBgn0264911	CG44102	CG44102-PB	
FBgn0264911	CG44102	CG44102-PC	
FBgn0264922	smt3	smt3-PA	smt3-PB
FBgn0264953	Piezo	Piezo-PE	
FBgn0264953	Piezo	Piezo-PF	
FBgn0264953	Piezo	Piezo-PG	
FBgn0264953	Piezo	Piezo-PH	
FBgn0264953	Piezo	Piezo-PI	
FBgn0264953	Piezo	Piezo-PJ	
FBgn0264953	Piezo	Piezo-PK	
FBgn0264953	Piezo	Piezo-PL	
FBgn0264953	Piezo	Piezo-PM	
FBgn0264953	Piezo	Piezo-PO	
FBgn0264953	Piezo	Piezo-PP	
FBgn0264954	fd3F	fd3F-PC	
FBgn0264959	Src42A	Src42A-PA	
FBgn0264959	Src42A	Src42A-PB	
FBgn0264962	Pcf11	Pcf11-PB	
FBgn0264962	Pcf11	Pcf11-PC	
FBgn0264962	Pcf11	Pcf11-PD	
FBgn0264962	Pcf11	Pcf11-PE	Pcf11-PH
FBgn0264962	Pcf11	Pcf11-PF	
FBgn0264962	Pcf11	Pcf11-PG	
FBgn0264975	Nrg	Nrg-PA	Nrg-PC,Nrg-PD,Nrg-PF,Nrg-PH
FBgn0264975	Nrg	Nrg-PB	Nrg-PE,Nrg-PI
FBgn0264975	Nrg	Nrg-PG	
FBgn0264978	Slh	Slh-PC	Slh-PG
FBgn0264979	CG4267	CG4267-PA	CG4267-PB
FBgn0264988	CG44139	CG44139-PA	
FBgn0264989	CG44140	CG44140-PA	
FBgn0264990	CG44141	CG44141-PA	
FBgn0264991	CG44142	CG44142-PA	
FBgn0265001	ppk18	ppk18-PA	
FBgn0265002	CG44153	CG44153-PA	CG44153-PB
FBgn0265003	koi	koi-PA	koi-PC
FBgn0265003	koi	koi-PB	
FBgn0265003	koi	koi-PD	koi-PF
FBgn0265003	koi	koi-PE	
FBgn0265011	Np	Np-PA	Np-PB
FBgn0265041	CG44158	CG44158-PA	
FBgn0265042	Irk1	Irk1-PB	
FBgn0265042	Irk1	Irk1-PC	Irk1-PH
FBgn0265042	Irk1	Irk1-PD	
FBgn0265042	Irk1	Irk1-PE	
FBgn0265042	Irk1	Irk1-PF	Irk1-PG
FBgn0265045	Strn-Mlck	Strn-Mlck-PB	
FBgn0265045	Strn-Mlck	Strn-Mlck-PG	
FBgn0265045	Strn-Mlck	Strn-Mlck-PJ	
FBgn0265045	Strn-Mlck	Strn-Mlck-PM	
FBgn0265045	Strn-Mlck	Strn-Mlck-PN	
FBgn0265045	Strn-Mlck	Strn-Mlck-PR	
FBgn0265045	Strn-Mlck	Strn-Mlck-PS	
FBgn0265045	Strn-Mlck	Strn-Mlck-PT	
FBgn0265045	Strn-Mlck	Strn-Mlck-PU	
FBgn0265045	Strn-Mlck	Strn-Mlck-PV	
FBgn0265046	CG44163	CG44163-PA	
FBgn0265047	FDY	FDY-PB	
FBgn0265047	FDY	FDY-PC	
FBgn0265048	cv-d	cv-d-PA	
FBgn0265052	St3	St3-PA	
FBgn0265052	St3	St3-PB	
FBgn0265052	St3	St3-PC	
FBgn0265063	CG44174	CG44174-PA	
FBgn0265082	Cdep	Cdep-PC	
FBgn0265082	Cdep	Cdep-PE	
FBgn0265082	Cdep	Cdep-PF	
FBgn0265082	Cdep	Cdep-PG	
FBgn0265083	CG44194	CG44194-PA	CG44194-PB
FBgn0265084	CG44195	CG44195-PA	
FBgn0265089	eIF4E-3	eIF4E-3-PA	
FBgn0265101	Sgt1	Sgt1-PA	
FBgn0265102	Oseg1	Oseg1-PA	Oseg1-PB
FBgn0265137	Spn42Da	Spn42Da-PA	
FBgn0265137	Spn42Da	Spn42Da-PB	
FBgn0265137	Spn42Da	Spn42Da-PD	
FBgn0265137	Spn42Da	Spn42Da-PE	Spn42Da-PF
FBgn0265137	Spn42Da	Spn42Da-PG	
FBgn0265137	Spn42Da	Spn42Da-PH	Spn42Da-PK,Spn42Da-PL
FBgn0265137	Spn42Da	Spn42Da-PI	
FBgn0265137	Spn42Da	Spn42Da-PJ	
FBgn0265138	Gr22c	Gr22c-PA	
FBgn0265139	Gr2a	Gr2a-PB	
FBgn0265139	Gr2a	Gr2a-PC	
FBgn0265140	Meltrin	Meltrin-PC	
FBgn0265140	Meltrin	Meltrin-PD	
FBgn0265158	CG44227	CG44227-PA	
FBgn0265174	PIG-V	PIG-V-PA	PIG-V-PB,PIG-V-PC
FBgn0265177	CG44242	CG44242-PA	
FBgn0265177	CG44242	CG44242-PB	
FBgn0265178	CG44243	CG44243-PA	CG44243-PB
FBgn0265180	CG44245	CG44245-PA	
FBgn0265180	CG44245	CG44245-PB	
FBgn0265182	CG44247	CG44247-PA	CG44247-PB
FBgn0265184	CG44249	CG44249-PA	
FBgn0265185	CG44250	CG44250-PB	
FBgn0265185	CG44250	CG44250-PC	
FBgn0265186	CG44251	CG44251-PA	
FBgn0265186	CG44251	CG44251-PB	
FBgn0265187	CG44252	CG44252-PB	
FBgn0265187	CG44252	CG44252-PD	CG44252-PE
FBgn0265188	CG44253	CG44253-PA	
FBgn0265189	sud1	sud1-PA	
FBgn0265190	PIG-S	PIG-S-PC	
FBgn0265191	Glycogenin	Glycogenin-PB	
FBgn0265191	Glycogenin	Glycogenin-PD	
FBgn0265191	Glycogenin	Glycogenin-PE	
FBgn0265191	Glycogenin	Glycogenin-PG	
FBgn0265191	Glycogenin	Glycogenin-PH	
FBgn0265191	Glycogenin	Glycogenin-PI	
FBgn0265192	Snp	Snp-PD	
FBgn0265192	Snp	Snp-PE	Snp-PF,Snp-PG
FBgn0265193	Atf-2	Atf-2-PA	
FBgn0265194	Trpm	Trpm-PA	
FBgn0265194	Trpm	Trpm-PB	
FBgn0265194	Trpm	Trpm-PD	
FBgn0265194	Trpm	Trpm-PE	
FBgn0265194	Trpm	Trpm-PF	
FBgn0265194	Trpm	Trpm-PG	
FBgn0265194	Trpm	Trpm-PH	
FBgn0265194	Trpm	Trpm-PI	
FBgn0265194	Trpm	Trpm-PJ	
FBgn0265197	CG44257	CG44257-PA	
FBgn0265199	CG44259	CG44259-PA	
FBgn0265201	CG44261	CG44261-PA	
FBgn0265256	CG44270	CG44270-PA	
FBgn0265257	CG44271	CG44271-PA	
FBgn0265262	Vha68-1	Vha68-1-PA	Vha68-1-PB
FBgn0265263	CG42688	CG42688-PA	CG42688-PB
FBgn0265264	CG17097	CG17097-PB	
FBgn0265265	CG32727	CG32727-PA	
FBgn0265266	CG13639	CG13639-PA	
FBgn0265267	CG18258	CG18258-PA	
FBgn0265268	CG18234	CG18234-PC	
FBgn0265269	CG15425	CG15425-PA	
FBgn0265271	CG14717	CG14717-PA	CG14717-PB
FBgn0265272	CG30060	CG30060-PA	
FBgn0265274	Inx3	Inx3-PA	Inx3-PB,Inx3-PC
FBgn0265276	l(3)neo38	l(3)neo38-PA	
FBgn0265276	l(3)neo38	l(3)neo38-PB	l(3)neo38-PC,l(3)neo38-PK
FBgn0265276	l(3)neo38	l(3)neo38-PD	
FBgn0265276	l(3)neo38	l(3)neo38-PF	l(3)neo38-PI
FBgn0265276	l(3)neo38	l(3)neo38-PG	l(3)neo38-PJ
FBgn0265276	l(3)neo38	l(3)neo38-PL	
FBgn0265296	Dscam2	Dscam2-PE	
FBgn0265296	Dscam2	Dscam2-PF	
FBgn0265296	Dscam2	Dscam2-PG	
FBgn0265296	Dscam2	Dscam2-PH	
FBgn0265296	Dscam2	Dscam2-PI	
FBgn0265296	Dscam2	Dscam2-PJ	
FBgn0265296	Dscam2	Dscam2-PK	
FBgn0265296	Dscam2	Dscam2-PL	
FBgn0265296	Dscam2	Dscam2-PM	
FBgn0265296	Dscam2	Dscam2-PN	
FBgn0265296	Dscam2	Dscam2-PO	
FBgn0265296	Dscam2	Dscam2-PP	
FBgn0265296	Dscam2	Dscam2-PQ	
FBgn0265296	Dscam2	Dscam2-PR	
FBgn0265296	Dscam2	Dscam2-PS	
FBgn0265297	pAbp	pAbp-PA	pAbp-PB,pAbp-PC
FBgn0265298	SC35	SC35-PA	
FBgn0265298	SC35	SC35-PB	SC35-PC,SC35-PD
FBgn0265313	CG44286	CG44286-PA	CG44286-PB,CG44286-PC,CG44286-PD
FBgn0265317	CG44290	CG44290-PA	
FBgn0265342	CG44296	CG44296-PA	
FBgn0265349	Sfp33A4	Sfp33A4-PA	
FBgn0265351	nac	nac-PA	
FBgn0265356	tn	tn-PA	tn-PB
FBgn0265356	tn	tn-PC	
FBgn0265356	tn	tn-PD	
FBgn0265356	tn	tn-PE	
FBgn0265356	tn	tn-PF	
FBgn0265362	CG44303	CG44303-PA	
FBgn0265373	CG44314	CG44314-PA	CG44314-PB,CG44314-PC
FBgn0265413	CG44325	CG44325-PA	
FBgn0265413	CG44325	CG44325-PB	CG44325-PE
